	batch order	entry name	function	keywords	ec number	similar hits (close to same %id of highest from either e. coli or phage)	my comments	internal name	internal group	ami rank	fol rank	mac rank	tet rank	oth rank	Unnamed: 23	total	count uncharacterized	count comments	count no results	count not confident	>= 95%	>= 90%	>= 75%	>= 50%	Unnamed: 0	rank	group_name	Gene	Non-unique Gene name	Annotation	entry	protein names	protein families	gene names	organism	length (aa)	identity (%)	score	evalue	No. isolates	No. sequences	Avg sequences per isolate	Min group size nuc	Max group size nuc	Avg group size nuc
2800																									7394	34	ybaQ	group_16476	ldcA	L,D-carboxypeptidase A										90	90	1	539	914	909
2801																									2486	34	ybaQ	flhA_2		flagellar biosynthesis protein FlhA										743	743	1	347	2078	1897
2802																									2454	34	ybaQ	yjbH		putative porin										747	747	1	626	2156	2087
2803																									2678	34	ybaQ	flgJ		FlgJ										702	702	1	605	944	940
2804																									2320	34	ybaQ	ybaQ		putative DNA-binding transcriptional regulator										767	767	1	275	443	380
2805																									6941	34	ybaQ	group_23435	copA	Cu  efflux ATPase										100	100	1	248	2504	2481
2806																									2799	34	ybaQ	mutS		MutHLS complex, methyl-directed mismatch repair										680	680	1	521	2561	2558
2807																									6400	34	ybaQ	group_21446	flgJ	FlgJ										115	115	1	275	941	928
2808																									6896	34	ybaQ	group_23346	ybhG	putative membrane fusion protein										101	101	1	746	995	988
2809																									6022	34	ybaQ	group_10855	yqeJ	putative protein										131	131	1	188	482	419
2810																									5921	34	ybaQ	group_24522	mutS	MutHLS complex, methyl-directed mismatch repair										136	136	1	2003	2567	2556
2811																									5999	34	ybaQ	group_20260	rhlE	ATP-dependent RNA helicase										132	132	1	653	1364	1332
2812																									7699	34	ybaQ	group_18405	yqeL	small protein										83	83	1	125	140	139
2813																									2833	34	ybaQ	dadA		D-amino acid dehydrogenase										674	674	1	533	1298	1294
2814																									2765	34	ybaQ	umuC		SOS mutagenesis and repair										685	685	1	149	1268	1243
2815																									2855	34	ybaQ	group_19961		hypothetical protein										670	670	1	740	1601	1528
2816																									6613	34	ybaQ	group_13742	flgL	flagellar biosynthesis; hook-filament junction protein										108	108	1	242	953	926
2817																									6293	34	ybaQ	group_17561	dadA	D-amino acid dehydrogenase										119	119	1	185	1298	1277
2818																									3716	34	ybaQ	nhaB		sodium:H  antiporter										439	439	1	707	1541	1538
2819																									6830	34	ybaQ	group_11298	ddpF	YddO										102	102	1	479	935	918
67	68	YGJQ_ECOLI		#Membrane #Reference proteome #Transmembrane #Transmembrane helix		Q8XAK6	SanA function "Participates in the barrier function of the cell envelope."	group_6098	yaiP	19	1	9	34	16											3629	19	yaiP	group_6098		hypothetical protein	P42598	Uncharacterized protein YgjQ	To E.coli SanA.	ygjQ, b3086, JW3057	Escherichia coli (strain K12)	230	100	460.299	2.40E-166	466	466	1	152	692	666
68	69	PHOH_ECOLI		#Stress response #ATP-binding #Nucleotide-binding #Cytoplasm #Direct protein sequencing #Reference proteome		P0A9K2		phoH_1	yaiP	19	1	9	34	16											4416	19	yaiP	phoH_1		hypothetical protein	P0A9K1	Protein PhoH, Phosphate starvation-inducible protein PsiH	Belongs to the PhoH family.	phoH, psiH, b1020, JW1005	Escherichia coli (strain K12)	354	92.2	122.865	1.70E-34	273	273	1	296	296	296
69	70	YAIS_ECOLI		#Hydrolase #Reference proteome	EC:3.-.-.-			group_11231	yaiP	19	1	9	34	16											3439	19	yaiP	group_11231		hypothetical protein	P71311	Uncharacterized deacetylase YaiS, 3.-.-.-	Belongs to the PIGL family.	yaiS, b0364, JW0356	Escherichia coli (strain K12)	185	94.6	353.984	4.20E-125	516	516	1	323	671	666
70	71	YGJQ_ECOLI		#Membrane #Reference proteome #Transmembrane #Transmembrane helix		Q8XAK6	SanA function "Participates in the barrier function of the cell envelope."	group_6095	yaiP	19	1	9	34	16											4118	19	yaiP	group_6095		hypothetical protein	P42598	Uncharacterized protein YgjQ	To E.coli SanA.	ygjQ, b3086, JW3057	Escherichia coli (strain K12)	230	96.1	447.203	3.60E-161	333	333	1	533	692	684
71	72	YEHI_ECOLI		#Reference proteome		Q8X7D9		group_1476	yaiP	19	1	9	34	16											4080	19	yaiP	group_1476		hypothetical protein	P33346	Uncharacterized protein YehI	To E.coli molybdate metabolism regulator (MolR).	yehI, b2118, JW2105	Escherichia coli (strain K12)	1210	96.2	2017.66	0	341	341	1	242	3662	3089
979										19	1	9	34	16											4335	19	yaiP	group_13694	tauD	taurine dioxygenase monomer										289	289	1	248	851	845
980										19	1	9	34	16											3543	19	yaiP	frmB		S-formylglutathione hydrolase										489	489	1	566	833	832
981										19	1	9	34	16											3768	19	yaiP	glgP		glycogen phosphorylase										424	424	1	1757	2447	2444
982										19	1	9	34	16											4188	19	yaiP	group_9466	ydeH	diguanylate cyclase										316	316	1	182	911	879
983										19	1	9	34	16											3483	19	yaiP	tauD		taurine dioxygenase monomer										504	504	1	185	1028	845
984										19	1	9	34	16											3705	19	yaiP	higB		translation-dependent mRNA interferase, toxin of the HigB-HigA toxin-antitoxin system										445	445	1	122	416	313
985										19	1	9	34	16											4042	19	yaiP	chbA_2		chitobiose / cellobiose PTS permease - ChbA subunit										350	350	1	116	311	309
986										19	1	9	34	16											4164	19	yaiP	group_14529	tauB	taurine ABC transporter - ATP binding subunit										320	320	1	269	767	765
987										19	1	9	34	16											3782	19	yaiP	glpD		glycerol-3-phosphate dehydrogenase, aerobic										420	420	1	1187	1505	1504
988										19	1	9	34	16											4043	19	yaiP	chbB_2		chitobiose / cellobiose PTS permease - ChbB subunit										350	350	1	278	356	310
989										19	1	9	34	16											3697	19	yaiP	tauA		taurine ABC transporter - periplasmic binding protein										447	447	1	269	962	954
990										19	1	9	34	16											4158	19	yaiP	bglA_2		6-phospho-beta-glucosidase A										323	323	1	170	1508	1411
991										19	1	9	34	16											3514	19	yaiP	tauB		taurine ABC transporter - ATP binding subunit										496	496	1	422	767	764
992										19	1	9	34	16											4098	19	yaiP	yaiV		putative DNA-binding transcriptional regulator										337	337	1	290	623	616
993										19	1	9	34	16											3878	19	yaiP	group_22872	glpD	glycerol-3-phosphate dehydrogenase, aerobic										397	397	1	338	1511	1501
994										19	1	9	34	16											4097	19	yaiP	bglH_1		carbohydrate-specific outer membrane porin, cryptic										337	337	1	311	1673	1633
995										19	1	9	34	16											3400	19	yaiP	yaiP		putative glucosyltransferase										525	525	1	335	1256	1182
996										19	1	9	34	16											4135	19	yaiP	yidP_2		putative DNA-binding transcriptional regulator										328	328	1	257	719	687
997										19	1	9	34	16											4148	19	yaiP	group_14524	tauA	taurine ABC transporter - periplasmic binding protein										325	325	1	338	962	948
998										19	1	9	34	16											4129	19	yaiP	chbC_2		chitobiose / cellobiose PTS permease - ChbC subunit										329	329	1	617	1322	1300
999										19	1	9	34	16											4152	19	yaiP	yoeA		CP4-44 prophage; predicted disrupted hemin or colicin receptor										325	325	1	218	2531	1246
1000										19	1	9	34	16											4086	19	yaiP	yaiU		putative protein										340	351	1.04	320	3017	2403
1001										19	1	9	34	16											4153	19	yaiP	group_12244	frmB	S-formylglutathione hydrolase										324	324	1	233	833	830
1002										19	1	9	34	16											3574	19	yaiP	ydeH		diguanylate cyclase										481	481	1	158	890	869
1003										19	1	9	34	16											3760	19	yaiP	gapA_2		glyceraldehyde 3-phosphate dehydrogenase-A monomer										426	426	1	116	1040	620
1004										19	1	9	34	16											4743	19	yaiP	group_613	yaiU	putative protein										229	229	1	266	3017	2803
1005										19	1	9	34	16											3761	19	yaiP	yaiO		outer membrane protein										426	426	1	185	773	767
1006										19	1	9	34	16											4113	19	yaiP	ydeE		putative transport protein YdeE										334	334	1	488	1205	1175
1962																									7167	24	tfaQ_2	tnsA		Transposon Tn7 transposition protein TnsA										94	94	1	416	842	817
1963																									7352	24	tfaQ_2	cusF_1		copper / silver efflux transport system - periplasmic binding protein										91	91	1	308	353	352
1964																									7299	24	tfaQ_2	group_24584		hypothetical protein										92	92	1	245	455	436
1965																									5116	24	tfaQ_2	tfaQ_2		Qin prophage; predicted tail fibre assembly protein										183	254	1.39	128	734	574
1966																									6201	24	tfaQ_2	group_14457	yhiN	putative oxidoreductase with FAD/NAD(P)-binding domain protein										122	122	1	431	1223	1196
1967																									7351	24	tfaQ_2	cusA_1		copper / silver efflux transport system - membrane subunit										91	91	1	2924	3146	3141
1968																									7454	24	tfaQ_2	pcoE		putative copper-binding protein PcoE										89	89	1	275	434	431
1969																									7305	24	tfaQ_2	yebZ_1		putative resistance protein										92	92	1	674	929	926
1970																									7219	24	tfaQ_2	group_17262		hypothetical protein										93	93	1	266	1556	1492
1971																									7333	24	tfaQ_2	yeaI_2		putative diguanylate cyclase										91	91	1	749	1331	1307
1972																									7325	24	tfaQ_2	copA_1		Cu  efflux ATPase										91	91	1	2441	2447	2446
1973																									7328	24	tfaQ_2	cueO_1		multicopper oxidase with role in copper homeostasis										91	91	1	707	1817	1786
1974																									7225	24	tfaQ_2	copB		Copper resistance protein B										93	93	1	860	896	895
1975																									6256	24	tfaQ_2	group_15404	essD_1	DLP12 prophage; predicted phage lysis protein										120	120	1	215	215	215
1976																									7356	24	tfaQ_2	cusB_1		copper / silver efflux transport system - membrane fusion protein										91	91	1	1292	1292	1292
1977																									6855	24	tfaQ_2	group_27005	yedV_1	putative sensory kinase in two-component regulatory system with YedW										102	102	1	1274	1481	1477
1978																									7111	24	tfaQ_2	group_15196		hypothetical protein										95	95	1	164	164	164
1979																									6558	24	tfaQ_2	group_19532		hypothetical protein										110	110	1	95	251	197
1980																									7593	24	tfaQ_2	group_27118		hypothetical protein										86	86	1	233	380	349
1981																									7543	24	tfaQ_2	silE_2		Silver-binding protein SilE										87	87	1	257	449	446
1982																									6632	24	tfaQ_2	group_38983	ydfO	Qin prophage; predicted protein										108	108	1	410	410	410
1983																									7101	24	tfaQ_2	group_39451		hypothetical protein										96	96	1	380	380	380
1984																									7587	24	tfaQ_2	yebA_1		putative peptidase										86	86	1	503	737	732
1985																									7612	24	tfaQ_2	group_39448	yedW_2	putative DNA-binding response regulator in two-component system with YedV										86	86	1	680	680	680
1986																									7041	24	tfaQ_2	group_109	nohB	DLP12 prophage; DNA packaging protein										97	97	1	395	545	542
388																									2915	7	sstT	garP		galactarate / glucarate / glycerate:H  symporter GarP										661	661	1	449	1349	1328
389																									3531	7	sstT	tdcA		TdcA DNA-binding transcriptional activator										492	492	1	923	989	938
390																									5321	7	sstT	group_8544	ygjI	YgjI APC transporter										171	171	1	134	1433	1342
391																									3405	7	sstT	garD		galactarate dehydratase										523	523	1	242	1571	1558
392																									2866	7	sstT	rlmG		23S rRNA methyltransferase										668	668	1	332	1136	1133
393																									5639	7	sstT	group_23772	rlmG	23S rRNA methyltransferase										151	151	1	374	1136	1123
394																									4285	7	sstT	group_16611	garD	galactarate dehydratase										299	299	1	620	1571	1556
395																									2935	7	sstT	ygjI		YgjI APC transporter										658	658	1	236	1433	1412
396																									2820	7	sstT	sstT		serine / threonine:Na  symporter										677	677	1	1052	1244	1240
397																									2919	7	sstT	alx		putative membrane-bound redox modulator that is induced by high pH										661	661	1	695	965	964
398																									7529	7	sstT	group_16226	garP	galactarate / glucarate / glycerate:H  symporter GarP										87	87	1	767	1334	1320
399																									3952	7	sstT	group_12253	tdcD	propionate kinase										376	376	1	194	1208	1173
400																									3002	7	sstT	higA		antitoxin of the HigB-HigA toxin-antitoxin system										641	642	1.01	314	533	416
401																									3044	7	sstT	group_11882		hypothetical protein										633	633	1	239	1139	1061
402																									6675	7	sstT	group_9351	yhaC	putative protein										107	107	1	713	1406	1163
403																									3719	7	sstT	tdcD		propionate kinase										437	437	1	233	1295	1203
404																									5550	7	sstT	group_25784	alx	putative membrane-bound redox modulator that is induced by high pH										156	156	1	278	965	960
